#thise are the data exported without any corrections
token	lemma	pos	morph	Dis	treated
scripta	scribo	VER	Case=Nom|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass	_	scripta
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	1	est
,	,	PUNC	MORPH=empty	_	--IGN.--
vt	ut1	ADVrel	MORPH=empty	1	ut
quidã	quidam	PROind	Gend=Neut	_	quida
putant	puto	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	_	putant
.	.	PUNC	MORPH=empty	_	--IGN.--
Apparet	appareo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	_	Apparet
etiam	etiam	ADV	Deg=Pos	_	etiam
Paulum	Paulus	NOMpro	Case=Acc|Numb=Sing	_	Paulum
habuisse	habeo	VER	Mood=Inf|Tense=Perf|Voice=Act	_	habuisse
Ephesiorum	Ephesius	NOMpro	Case=Gen|Numb=Plur|Deg=Pos	_	Ephesiorum
Ecclesiam	Ecclesia	NOMpro	Case=Acc|Numb=Sing	_	Ecclesiam
commendatissimam	commendo	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Sup	_	commendatissimam
,	,	PUNC	MORPH=empty	_	--IGN.--
cui	qui1	PROrel	Case=Dat|Numb=Sing|Gend=Com	1	cui
tam	tam	ADV	Deg=Pos	_	tam
sollicitè	sollicite	ADV	Deg=Pos	_	sollicite
prospicit	prospicio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	_	prospicit
.	.	PUNC	MORPH=empty	_	--IGN.--
Ne	ne4	CONsub	MORPH=empty	4	Ne
aliter	aliter	ADV	Deg=Pos	_	aliter
doceant	doceo	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3	_	doceant
)	)	PUNC	MORPH=empty	_	--IGN.--
Cur	cur	ADVint	MORPH=empty	_	Cur
hoc	hic1	PROdem	Case=Acc|Numb=Sing|Gend=Neut	1	hoc
timuerit	timeo	VER	Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=3	_	timuerit
Paulus	Paulus	NOMpro	Case=Nom|Numb=Sing	_	Paulus
ratio	ratio	NOMcom	Case=Nom|Numb=Sing	_	ratio
satis	satis2	ADV	Deg=Pos	2	satis
intelligi	intelligo	VER	Mood=Inf|Tense=Pres|Voice=Pass	_	intelligi
potest	possum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	1	potest
ex	ex	PRE	MORPH=empty	_	ex
Apocalyp	apocalyps	NOMpro	Case=Ind|Numb=Sing	_	Apocalyp
.	.	PUNC	MORPH=empty	_	--IGN.--
2	2	ADJcar	MORPH=empty	_	2
.	.	PUNC	MORPH=empty	_	--IGN.--
vers	uers	NOMcom	Case=Nom|Numb=Sing	_	uers
.	.	PUNC	MORPH=empty	_	--IGN.--
6	3	ADJcar	MORPH=empty	_	3
.	.	PUNC	MORPH=empty	_	--IGN.--
et	et2	CONcoo	MORPH=empty	2	et
quòd	quod2	CONsub	MORPH=empty	2	quod
iam	iam	ADV	Deg=Pos	_	iam
Galatæ	Galatae	NOMpro	Case=Gen|Numb=Plur	_	Galatae
,	,	PUNC	MORPH=empty	_	--IGN.--
quæ	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Fem	1	quae
erant	sum1	VER	Numb=Plur|Mood=Ind|Tense=Impa|Voice=Act|Person=3	1	erant
vicinæ	uicinus2	ADJqua	Case=Nom|Numb=Plur|Gend=Fem|Deg=Pos	2	uicinae
Ecclesiæ	Ecclesia	NOMpro	Case=Nom|Numb=Plur	_	Ecclesiae
,	,	PUNC	MORPH=empty	_	--IGN.--
abducti	abduco	VER	Case=Nom|Numb=Plur|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass	_	abducti
fuerant	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pqp|Voice=Act|Person=3	2	fuerant
à	ab	PRE	MORPH=empty	_	a
synceritate	synceritas	NOMcom	Case=Abl|Numb=Sing	_	synceritate
et	et2	CONcoo	MORPH=empty	2	et
puritate	puritas	NOMcom	Case=Abl|Numb=Sing	_	puritate
doctrinæ	doctrina	NOMcom	Case=Gen|Numb=Sing	_	doctrinae
Euangelij	Euangelium	NOMpro	Case=Gen|Numb=Sing	_	Euangelii
per	per	PRE	MORPH=empty	_	per
huiusmodi	huiusmodi	ADV	Deg=Pos	_	huiusmodi
pseudofeatres	pseudofeatrus	NOMcom	Case=Nom|Numb=Plur|Gend=MascFem	_	pseudofeatres
concionatores	concionator	NOMcom	Case=Acc|Numb=Plur	_	concionatores
et	et2	CONcoo	MORPH=empty	2	et
nebulones	nebulo	NOMcom	Case=Acc|Numb=Plur	_	nebulones
,	,	PUNC	MORPH=empty	_	--IGN.--
qui	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Masc	1	qui
aliter	aliter	ADV	Deg=Pos	_	aliter
,	,	PUNC	MORPH=empty	_	--IGN.--
quàm	quam1	ADVrel	MORPH=empty	1	quam
Apostoli	apostolus	NOMpro	Case=Gen|Numb=Plur	_	Apostoli
,	,	PUNC	MORPH=empty	_	--IGN.--
Euangelij	Euangelium	NOMpro	Case=Gen|Numb=Sing	_	Euangelii
prætextu	praetextus1	NOMcom	Case=Abl|Numb=Sing	1	praetextu
docebant	doceo	VER	Numb=Plur|Mood=Ind|Tense=Impa|Voice=Act|Person=3	_	docebant
.	.	PUNC	MORPH=empty	_	--IGN.--
Quid	quis1	PROint	Case=Nom|Numb=Sing|Gend=Neut	1	Quid
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	1	sit
autem	autem	CONcoo	MORPH=empty	_	autem
ἑτεροδιδασκαλεῖν	[Greek]	FOR	MORPH=empty	_	--IGN.--
hic	hic2	ADV	Case=Nom|Numb=Sing|Gend=Masc	1	hic
et	et1	ADV	Deg=Pos	1	et
inf	inferus	ADJqua	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act	_	inf
cap	capio2	VER	Numb=Sing	_	cap
.	.	PUNC	MORPH=empty	_	--IGN.--
6	3	ADJcar	MORPH=empty	_	3
.	.	PUNC	MORPH=empty	_	--IGN.--
V	5	ADJcar	MORPH=empty	_	3
.	.	PUNC	MORPH=empty	_	--IGN.--
3	3	ADJcar	MORPH=empty	_	3
.	.	PUNC	MORPH=empty	_	--IGN.--
varia	uarius	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos	_	uaria
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	1	est
interpretum	interpres	NOMcom	Case=Gen|Numb=Sing	_	interpretum
sententia	sententia	NOMcom	Case=Nom|Numb=Sing	_	sententia
:	:	PUNC	MORPH=empty	_	--IGN.--
sed	sed	CONcoo	MORPH=empty	_	sed
ex	ex	PRE	MORPH=empty	_	ex
legitimi	legitimus	ADJqua	Case=Gen|Numb=Sing|Gend=MascNeut|Deg=Pos	_	legitimi
pastoris	pastor	NOMcom	Case=Gen|Numb=Sing	_	pastoris
definitione	definitio	NOMcom	Case=Abl|Numb=Sing	_	definitione
facilè	facile	ADV	Deg=Pos	_	facile
tanquam	tamquam1	ADVrel	MORPH=empty	1	tanquam
ex	ex	PRE	MORPH=empty	_	ex
contrario	contrarium	NOMcom	Case=Abl|Numb=Sing	_	contrario
perspicietur	perspicio	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Pass|Person=3	_	perspicietur
.	.	PUNC	MORPH=empty	_	--IGN.--
Illa	ille	PROdem	Case=Nom|Numb=Sing|Gend=Fem	_	Illa
autem	autem	CONcoo	MORPH=empty	_	autem
definitio	definitio	NOMcom	Case=Nom|Numb=Sing	_	definitio
extat	exsto	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	_	extat
apud	apud	PRE	MORPH=empty	_	apud
Matthæũ	Matthaeus	NOMpro	Case=Acc|Numb=Sing	_	Matthaeu
22	3	ADJcar	MORPH=empty	_	3
.	.	PUNC	MORPH=empty	_	--IGN.--
vers	uers	NOMcom	Case=Nom|Numb=Sing	_	uers
.	.	PUNC	MORPH=empty	_	--IGN.--
I6	is	PROdem	Case=Nom|Numb=Sing	1	I6
.	.	PUNC	MORPH=empty	_	--IGN.--
vbi	ubi3	CONsub	MORPH=empty	3	ubi
de	de	PRE	MORPH=empty	_	de
Christo	Christus	NOMpro	Case=Abl|Numb=Sing	_	Christo
agitur	ago	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	_	agitur
.	.	PUNC	MORPH=empty	_	--IGN.--
Est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	1	Est
igitur	igitur	CONcoo	MORPH=empty	_	igitur
verus	uerus	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos	_	uerus
Pastor	pastor	NOMcom	Case=Nom|Numb=Sing	_	Pastor
qui	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Masc	1	qui
docet	doceo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	_	docet
viam	uia	NOMcom	Case=Acc|Numb=Sing	_	uiam
Domini	dominus	NOMcom	Case=Gen|Numb=Sing	_	Domini
in	in	PRE	MORPH=empty	_	in
veritate	ueritas	NOMcom	Case=Abl|Numb=Sing	_	ueritate
,	,	PUNC	MORPH=empty	_	--IGN.--
ídq	is	PROdem	Case=Acc|Numb=Sing|Gend=Neut	_	idq
;	;	PUNC	MORPH=empty	_	--IGN.--
sine	sine	PRE	MORPH=empty	_	sine
personarum	persona	NOMcom	Case=Gen|Numb=Plur	_	personarum
acceptione	acceptio	NOMcom	Case=Abl|Numb=Sing	_	acceptione
Malach	Malach	NOMpro	Case=Ind|Gend=MascNeut	_	Malach
.	.	PUNC	MORPH=empty	_	--IGN.--
2	2	ADJcar	MORPH=empty	_	2
.	.	PUNC	MORPH=empty	_	--IGN.--
Ergo	ergo2	CONcoo	MORPH=empty	2	Ergo
peccatur	pecco	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	_	peccatur
vel	uel2	CONcoo	MORPH=empty	2	uel
in	in	PRE	MORPH=empty	_	in
Re	res	NOMcom	Case=Abl|Numb=Sing	_	Re
et	et2	CONcoo	MORPH=empty	2	et
doctrina	doctrina	NOMcom	Case=Abl|Numb=Sing	_	doctrina
,	,	PUNC	MORPH=empty	_	--IGN.--
vel	uel2	CONcoo	MORPH=empty	2	uel
in	in	PRE	MORPH=empty	_	in
Forma	forma	NOMcom	Case=Abl|Numb=Sing	_	Forma
et	et2	CONcoo	MORPH=empty	2	et
modo	modo?	NOMcom	Case=Abl	_	modo
docendi	doceo	VER	Case=Gen|Numb=Sing|Mood=Ger|Voice=Act	_	docendi
,	,	PUNC	MORPH=empty	_	--IGN.--
quam	quam1	PROrel	Case=Acc|Numb=Sing|Gend=Fem	1	quam
etoτύπiν	etotupis	ADV	Case=Nom|Numb=Sing	_	etotupin
appellat	appello1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	1	appellat
Paulus	Paulus	NOMpro	Case=Nom|Numb=Sing	_	Paulus
Timoth	Timoth	NOMpro	Case=Ind	_	Timoth
I	1	ADJcar	MORPH=empty	_	1
.	.	PUNC	MORPH=empty	_	--IGN.--
vers	uers	NOMcom	Case=Nom|Numb=Sing	_	uers
.	.	PUNC	MORPH=empty	_	--IGN.--
13	3	ADJcar	MORPH=empty	_	3
.	.	PUNC	MORPH=empty	_	--IGN.--
vel	uel2	CONcoo	Deg=Pos	2	uel
in	in	PRE	MORPH=empty	_	in
Applicatione	applicatio	NOMcom	Case=Abl|Numb=Sing	_	Applicatione
et	et2	CONcoo	MORPH=empty	2	et
vsu	usus	NOMcom	Case=Abl|Numb=Sing	_	usu
doctrinæ	doctrina	NOMcom	Case=Gen|Numb=Sing	_	doctrinae
2	2	ADJcar	MORPH=empty	_	2
Timot	timo	NOMcom	Case=Ind|Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act	_	Timot
.	.	PUNC	MORPH=empty	_	--IGN.--
2	2	ADJcar	MORPH=empty	_	2
.	.	PUNC	MORPH=empty	_	--IGN.--
vers	uers	NOMcom	Case=Nom|Numb=Sing	_	uers
.	.	PUNC	MORPH=empty	_	--IGN.--
15	3	ADJcar	MORPH=empty	_	3
.	.	PUNC	MORPH=empty	_	--IGN.--
Quibus	qui1	PROrel	Case=Abl|Numb=Plur|Gend=Com	1	Quibus
omnibus	omnis	PROind	Case=Abl|Numb=Plur|Gend=Com	_	omnibus
vitiis	uitium	NOMcom	Case=Abl|Numb=Plur	_	uitiis
et	et2	CONcoo	MORPH=empty	2	et
modis	modus	NOMcom	Case=Abl|Numb=Plur	_	modis
aliquis	aliquis	PROind	Case=Nom|Numb=Sing|Gend=MascFem	_	aliquis
ἑτεροδιδασκαλεῖ	[Greek]	FOR	MORPH=empty	_	--IGN.--
,	,	PUNC	MORPH=empty	_	--IGN.--
id	is	PROdem	Case=Nom|Numb=Sing|Gend=Neut	_	id
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	1	est
peccat	pecco	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	_	peccat
in	in	PRE	MORPH=empty	_	in
docendo	doceo	VER	Case=Abl|Numb=Sing|Mood=Ger|Voice=Act	_	docendo
.	.	PUNC	MORPH=empty	_	--IGN.--
Nec	nec2	CONcoo	MORPH=empty	2	Nec
attendant	attendo	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3	_	attendant
fabulis	fabula1	NOMcom	Case=Dat|Numb=Plur	1	fabulis
et	et2	CONcoo	MORPH=empty	2	et
genealogijs	genealogia	NOMcom	Case=Abl|Numb=Plur	_	genealogiis
infinitis	infinitus	ADJqua	Case=Abl|Numb=Plur|Gend=Com|Deg=Pos	_	infinitis
,	,	PUNC	MORPH=empty	_	--IGN.--
quæ	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Neut	1	quae
potius	potius	ADV	Deg=Comp	_	potius
quæstiones	quaestio	NOMcom	Case=Acc|Numb=Plur	_	quaestiones
præbẽt	praebeo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	_	praebet
,	,	PUNC	MORPH=empty	_	--IGN.--
quam	quam1	ADVrel	MORPH=empty	1	quam
ædificationem	aedificatio	NOMcom	Case=Acc|Numb=Sing	_	aedificationem
Dei	deus	NOMcom	Case=Gen|Numb=Sing	_	Dei
quæ	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Fem	1	quae
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	1	est
per	per	PRE	MORPH=empty	_	per
fidem	fides2	NOMcom	Case=Acc|Numb=Sing	2	fidem
.	.	PUNC	MORPH=empty	_	--IGN.--
Εʹξήγησις	_	_	_	_	--IGN.--
.	.	PUNC	MORPH=empty	_	--IGN.--
Illustrat	illustro2	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	2	Illustrat
exemplo	exemplum	NOMcom	Case=Abl|Numb=Sing	_	exemplo
quod	quod2	PROint	Case=Acc|Numb=Sing|Gend=Neut	2	quod
fup	fup	NOMcom	Case=Nom|Numb=Sing	_	fup
.	.	PUNC	MORPH=empty	_	--IGN.--
versic	uersicus	ADV	Numb=Sing	_	uersic
.	.	PUNC	MORPH=empty	_	--IGN.--
præcepit	praecipio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	_	praecepit
.	.	PUNC	MORPH=empty	_	--IGN.--
Quid	quis1	PROint	Case=Nom|Numb=Sing|Gend=Neut	1	Quid
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	1	sit
nimirum	nimirum	ADV	Deg=Pos	_	nimirum
ἑτεροδιδασκαλεῖν	[Greek]	FOR	MORPH=empty	_	--IGN.--
.	.	PUNC	MORPH=empty	_	--IGN.--
Ex	ex	PRE	MORPH=empty	_	Ex
hoc	hic1	PROdem	Case=Abl|Numb=Sing|Gend=MascNeut	1	hoc
autem	autem	CONcoo	MORPH=empty	_	autem
loco	locus	NOMcom	Case=Abl|Numb=Sing	_	loco
apparet	appareo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	_	apparet
non	non	ADVneg	MORPH=empty	_	non
eos	is	PROdem	Case=Acc|Numb=Plur|Gend=Masc	_	eos
tantum	tantum2	ADV	Deg=Pos	2	tantum
in	in	PRE	MORPH=empty	_	in
docendo	doceo	VER	Case=Abl|Numb=Sing|Mood=Ger|Voice=Act	_	docendo
peccare	pecco	VER	Mood=Inf|Tense=Pres|Voice=Act	_	peccare
,	,	PUNC	MORPH=empty	_	--IGN.--
qui	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Masc	1	qui
falsa	falsum	NOMcom	Case=Acc|Numb=Plur|Gend=Neut	_	falsa
tradunt	trado	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	_	tradunt
,	,	PUNC	MORPH=empty	_	--IGN.--
sed	sed	CONcoo	MORPH=empty	_	sed
etiam	etiam	ADV	Deg=Pos	_	etiam
eos	is	PROdem	Case=Acc|Numb=Plur|Gend=Masc	_	eos
qui	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Masc	1	qui
vana	uanus	ADJqua	Case=Acc|Numb=Plur|Gend=Neut|Deg=Pos	_	uana
et	et2	CONcoo	MORPH=empty	2	et
inutilia	inutilis	ADJqua	Case=Acc|Numb=Plur|Gend=Neut|Deg=Pos	_	inutilia
.	.	PUNC	MORPH=empty	_	--IGN.--
Denique	denique	ADV	Deg=Pos	_	Denique
qui	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Masc	1	qui
non	non	ADVneg	MORPH=empty	_	non
necessaria	necessarius2	ADJqua	Case=Acc|Numb=Plur|Gend=Neut|Deg=Pos	2	necessaria
curiosè	curiose	ADV	Deg=Pos	_	curiose
et	et2	CONcoo	MORPH=empty	2	et
diu	diu	ADV	Deg=Pos	_	diu
inquirunt	inquiro	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	_	inquirunt
et	et2	CONcoo	MORPH=empty	2	et
perscrutantur	perscrutor	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Dep|Person=3	_	perscrutantur
.	.	PUNC	MORPH=empty	_	--IGN.--
Cuiusmodi	cuiusmodi2	ADVint	MORPH=empty	2	Cuiusmodi
olim	olim	ADV	Deg=Pos	_	olim
fuit	sum1	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	1	fuit
genealogiarum	genealogia	NOMcom	Case=Gen|Numb=Plur	_	genealogiarum
percensio	percensio	NOMcom	Case=Nom|Numb=Sing	_	percensio
,	,	PUNC	MORPH=empty	_	--IGN.--
vel	uel2	CONcoo	MORPH=empty	2	uel
inuestigatio	inuestigatio	NOMcom	Case=Nom|Numb=Sing	_	inuestigatio
.	.	PUNC	MORPH=empty	_	--IGN.--
Hodie	hodie	ADV	Deg=Pos	_	Hodie
infinitæ	infinitus	ADJqua	Case=Nom|Numb=Plur|Gend=Fem|Deg=Pos	_	infinitae
quæstiones	quaestio	NOMcom	Case=Nom|Numb=Plur	_	quaestiones
quæ	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Fem	1	quae
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	1	sunt
in	in	PRE	MORPH=empty	_	in
scholastica	scholasticus2	ADJqua	Case=Abl|Numb=Sing	_	scholastica
.	.	PUNC	MORPH=empty	_	--IGN.--
Primùm	primum	ADJadv.ord	Deg=Sup	_	Primum
de	de	PRE	MORPH=empty	_	de
hypothesi	hypothesis	NOMcom	Case=Gen|Numb=Sing	_	hypothesi
agamus	ago	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=1	_	agamus
,	,	PUNC	MORPH=empty	_	--IGN.--
deinde	deinde	ADV	Deg=Pos	_	deinde
veniamus	uenio	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=1	_	ueniamus
ad	ad2	PRE	MORPH=empty	2	ad
thesin	thesis	NOMcom	Case=Acc|Numb=Sing	_	thesin
.	.	PUNC	MORPH=empty	_	--IGN.--
Ac	ac1	CONcoo	MORPH=empty	1	Ac
falsa	falsus	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos	_	falsa
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	1	est
eorũ	eo?	PROdem	Case=Abl|Numb=Sing	_	eoru
interpretatio	interpretatio	NOMcom	Case=Nom|Numb=Sing	_	interpretatio
et	et2	CONcoo	MORPH=empty	2	et
sententia	sententia	NOMcom	Case=Nom|Numb=Sing	_	sententia
qui	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Masc	1	qui
volunt	uolo3	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	3	uolunt
nomine	nomen	NOMcom	Case=Abl|Numb=Sing	_	nomine
geneaIogiæ	genealogia	NOMcom	Case=Gen|Numb=Plur	_	geneaIogiae
hîc	hic1	PROdem	Deg=Pos	2	hic
intelligi	intelligo	VER	Mood=Inf|Tense=Pres|Voice=Pass	_	intelligi
,	,	PUNC	MORPH=empty	_	--IGN.--
vel	uel1	ADV	Deg=Pos	2	uel
Mathematicas	Mathematicus	ADJqua	Case=Acc|Numb=Plur|Gend=Fem	2	Mathematicas
descriptiones	descriptio	NOMcom	Case=Acc|Numb=Plur	_	descriptiones
natiuitatum	natiuitas	NOMcom	Case=Gen|Numb=Plur	_	natiuitatum
,	,	PUNC	MORPH=empty	_	--IGN.--
quas	qui1	PROrel	Case=Acc|Numb=Plur|Gend=Fem	1	quas
tamẽ	tame	ADV	Numb=Sing|Deg=Pos	_	tame
damnatas	damno	VER	Case=Acc|Numb=Plur|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass	_	damnatas
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	1	esse
agnoscimus	agnosco	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1	_	agnoscimus
.	.	PUNC	MORPH=empty	_	--IGN.--
vel	uel2	CONcoo	MORPH=empty	2	uel
longas	longus	ADJqua	Case=Acc|Numb=Plur|Gend=Fem|Deg=Pos	_	longas
illas	ille	PROdem	Case=Acc|Numb=Plur|Gend=Fem	_	illas
series	series	NOMcom	Case=Nom|Numb=Plur	_	series
et	et2	CONcoo	MORPH=empty	2	et
disputationes	disputatio	NOMcom	Case=Acc|Numb=Plur	_	disputationes
de	de	PRE	MORPH=empty	_	de
Æonibus	Aeonis	NOMpro	Case=Abl|Numb=Plur	_	AEonibus
,	,	PUNC	MORPH=empty	_	--IGN.--
quas	qui1	PROrel	Case=Acc|Numb=Plur|Gend=Fem	1	quas
Valentinus	Ualentinus	NOMpro	Case=Nom|Numb=Sing	_	Ualentinus
ipsiúsque	ipse	PROdem	Case=Gen|Numb=Sing|Gend=Com	_	ipsiusque
{ipsiúsque}	que	CON	MORPH=empty	_	ipsiusque
discipuli	discipulus	NOMcom	Case=Nom|Numb=Plur	_	discipuli
etiam	etiam	ADV	Deg=Pos	_	etiam
post	post2	PRE	MORPH=empty	2	post
Pauli	Paulus	NOMpro	Case=Gen|Numb=Sing	_	Pauli
mortem	mors	NOMcom	Case=Acc|Numb=Sing	_	mortem
,	,	PUNC	MORPH=empty	_	--IGN.--
nimirum	nimirum	ADV	Deg=Pos	_	nimirum
circa	circa2	PRE	MORPH=empty	2	circa
annum	annus	NOMcom	Case=Acc|Numb=Sing	_	annum
à	ab	PRE	MORPH=empty	_	a
Christo	Christus	NOMpro	Case=Abl|Numb=Sing	_	Christo
passo	patior	VER	Case=Abl|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Dep	_	passo
cx	centum	NOMcom	Numb=Sing	_	cx
.	.	PUNC	MORPH=empty	_	--IGN.--
inuexerunt	inueho	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3	_	inuexerunt
in	in	PRE	MORPH=empty	_	in
Ecclesiam	Ecclesia	NOMpro	Case=Acc|Numb=Sing	_	Ecclesiam
,	,	PUNC	MORPH=empty	_	--IGN.--
tanquam	tamquam1	ADVrel	MORPH=empty	1	tanquam
fidei	fides2	NOMcom	Case=Gen|Numb=Sing	2	fidei
doctrinam	doctrina	NOMcom	Case=Acc|Numb=Sing	_	doctrinam
necessariam	necessarius2	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos	2	necessariam
.	.	PUNC	MORPH=empty	_	--IGN.--
Quod	qui1	PROrel	Numb=Sing	1	Quod
ad	ad2	PRE	MORPH=empty	2	ad
horoscoporum	horoscopus	NOMcom	Case=Gen|Numb=Plur	_	horoscoporum
inspectionem	inspectio	NOMcom	Case=Acc|Numb=Sing	_	inspectionem
et	et2	CONcoo	MORPH=empty	2	et
natiuitates	natiuitas	NOMcom	Case=Acc|Numb=Plur	_	natiuitates
quæ	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Fem	1	quae
ab	ab	PRE	MORPH=empty	_	ab
Astrologis	Astrologis	NOMpro	Case=Abl|Numb=Plur	_	Astrologis
fiunt	fio	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	_	fiunt
,	,	PUNC	MORPH=empty	_	--IGN.--
illæ	ille	PROdem	Case=Nom|Numb=Plur|Gend=Fem	_	illae
non	non	ADVneg	MORPH=empty	_	non
γενεαλογίαι	[Greek]	FOR	MORPH=empty	_	--IGN.--
appellantur	appello1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	1	appellantur
,	,	PUNC	MORPH=empty	_	--IGN.--
sed	sed	CONcoo	MORPH=empty	_	sed
γενέσεις	[Greek]	FOR	MORPH=empty	_	--IGN.--
et	et2	CONcoo	MORPH=empty	1	et
γενεθλιαλογίαι	[Greek]	FOR	MORPH=empty	_	--IGN.--
,	,	PUNC	MORPH=empty	_	--IGN.--
et	et2	CONcoo	Deg=Pos	1	et
qui	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Masc	1	qui
eas	is	PROdem	Case=Acc|Numb=Plur|Gend=Fem	_	eas
tractant	tracto	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	_	tractant
et	et2	CONcoo	MORPH=empty	2	et
docent	doceo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	_	docent
,	,	PUNC	MORPH=empty	_	--IGN.--
non	non	ADVneg	MORPH=empty	_	non
γενεαλόγοι	[Greek]	FOR	MORPH=empty	_	--IGN.--
,	,	PUNC	MORPH=empty	_	--IGN.--
sed	sed	CONcoo	MORPH=empty	_	sed
γενεθλιακοί	[Greek]	FOR	MORPH=empty	_	--IGN.--
nominantur	nomino	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	_	nominantur
.	.	PUNC	MORPH=empty	_	--IGN.--
Hanc	hic1	PROdem	Case=Acc|Numb=Sing|Gend=Fem	1	Hanc
tamen	tamen	ADV	Deg=Pos	_	tamen
interpretationem	interpretatio	NOMcom	Case=Acc|Numb=Sing	_	interpretationem
videtur	uideo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	_	uidetur
amplexus	amplexus	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Perf|Voice=Dep	_	amplexus
Chrisostom	Chrisostus	NOMpro	Case=Gen|Numb=Sing	_	Chrisostom
.	.	PUNC	MORPH=empty	_	--IGN.--
